[codex-2x] starting 278 tasks
[codex-2x]  55/278  pilot-peptide-pairwise-sequence-oxn-hard-002                  score=1.0    36.9s
[codex-2x]  56/278  pilot-peptide-pairwise-sequence-oxn-hard-003                  score=1.0    26.4s
[codex-2x]  57/278  pilot-peptide-pairwise-sequence-oxn-hard-004                  score=0.0    25.1s
[codex-2x]  58/278  pilot-peptide-pairwise-sequence-oxn-hard-005                  score=1.0    30.2s
[codex-2x]  59/278  pilot-peptide-pairwise-sequence-oxn-medium-006                score=1.0    38.7s
[codex-2x]  60/278  pilot-peptide-pairwise-sequence-oxn-medium-007                score=1.0    39.6s
[codex-2x]  61/278  pilot-peptide-pairwise-sequence-oxn-medium-008                score=1.0    27.4s
[codex-2x]  62/278  pilot-peptide-pairwise-sequence-oxn-medium-009                score=0.0    19.0s
[codex-2x]  63/278  pilot-peptide-pairwise-sequence-oxn-medium-010                score=1.0    33.4s
[codex-2x]  64/278  pilot-peptide-pairwise-sequence-oxn-easy-011                  score=1.0    23.1s
[codex-2x]  65/278  pilot-peptide-pairwise-sequence-oxn-easy-012                  score=1.0    21.0s
[codex-2x]  66/278  pilot-peptide-pairwise-sequence-oxn-easy-013                  score=1.0    18.3s
[codex-2x]  67/278  pilot-peptide-pairwise-sequence-oxn-easy-014                  score=1.0    25.5s
[codex-2x]  68/278  pilot-peptide-pairwise-sequence-oxn-easy-015                  score=1.0    23.7s
[codex-2x]  69/278  pilot-peptide-pairwise-sequence-oxn-trivial-016               score=1.0    21.1s
[codex-2x]  70/278  pilot-peptide-pairwise-sequence-oxn-trivial-017               score=0.0    17.2s
[codex-2x]  71/278  pilot-peptide-pairwise-sequence-oxn-trivial-018               score=1.0    18.1s
[codex-2x]  72/278  pilot-peptide-pairwise-sequence-oxn-trivial-019               score=0.0    18.1s
[codex-2x]  73/278  pilot-peptide-pairwise-sequence-oxn-trivial-020               score=1.0    33.6s
[codex-2x]  74/278  pilot-peptide-pairwise-sequence-mch-hard-001                  score=1.0    20.9s
[codex-2x]  75/278  pilot-peptide-pairwise-sequence-mch-hard-002                  score=0.0    33.0s
[codex-2x]  76/278  pilot-peptide-pairwise-sequence-mch-hard-003                  score=1.0    18.5s
[codex-2x]  77/278  pilot-peptide-pairwise-sequence-mch-hard-004                  score=0.0    38.6s
[codex-2x]  78/278  pilot-peptide-pairwise-sequence-mch-hard-005                  score=0.0    24.7s
[codex-2x]  79/278  pilot-peptide-pairwise-sequence-mch-medium-006                score=1.0    23.2s
[codex-2x]  80/278  pilot-peptide-pairwise-sequence-mch-medium-007                score=0.0    24.6s
[codex-2x]  81/278  pilot-peptide-pairwise-sequence-mch-medium-008                score=1.0    26.8s
[codex-2x]  82/278  pilot-peptide-pairwise-sequence-mch-medium-009                score=1.0    22.2s
[codex-2x]  83/278  pilot-peptide-pairwise-sequence-mch-medium-010                score=0.0    22.8s
[codex-2x]  84/278  pilot-peptide-pairwise-sequence-mch-easy-011                  score=1.0    23.2s
[codex-2x]  85/278  pilot-peptide-pairwise-sequence-mch-easy-012                  score=0.0    17.9s
[codex-2x]  86/278  pilot-peptide-pairwise-sequence-mch-easy-013                  score=1.0    30.1s
[codex-2x]  87/278  pilot-peptide-pairwise-sequence-mch-easy-014                  score=0.0    26.5s
[codex-2x]  88/278  pilot-peptide-pairwise-sequence-mch-easy-015                  score=0.0    33.3s
[codex-2x]  89/278  pilot-peptide-pairwise-sequence-mch-trivial-016               score=1.0    21.5s
[codex-2x]  90/278  pilot-peptide-pairwise-sequence-mch-trivial-017               score=1.0    26.3s
[codex-2x]  91/278  pilot-peptide-pairwise-sequence-mch-trivial-018               score=1.0    29.0s
[codex-2x]  92/278  pilot-peptide-pairwise-sequence-mch-trivial-019               score=1.0    28.2s
[codex-2x]  93/278  pilot-peptide-pairwise-sequence-mch-trivial-020               score=1.0    25.8s
[codex-2x]  94/278  pilot-peptide-ranking-sequence-nps-small-001                  score=None    70.7s
[codex-2x]  95/278  pilot-peptide-ranking-sequence-nps-medium-001                 score=None    59.6s
[codex-2x]  96/278  pilot-peptide-ranking-sequence-nps-large-001                  score=None    60.2s
[codex-2x]  97/278  pilot-peptide-ranking-sequence-oxn-small-001                  score=None    46.5s
[codex-2x]  98/278  pilot-peptide-ranking-sequence-oxn-medium-001                 score=None    49.6s
[codex-2x]  99/278  pilot-peptide-ranking-sequence-oxn-large-001                  score=None    85.0s
[codex-2x] 100/278  pilot-peptide-ranking-sequence-mch-small-001                  score=None    26.9s
[codex-2x] 101/278  pilot-peptide-ranking-sequence-mch-medium-001                 score=None    31.3s
[codex-2x] 102/278  pilot-peptide-ranking-sequence-mch-large-001                  score=None    35.5s
[codex-2x] 103/278  pilot-peptide-multitarget-sequence-mono-active-001            score=1.0    24.1s
[codex-2x] 104/278  pilot-peptide-multitarget-sequence-mono-active-002            score=1.0    21.3s
[codex-2x] 105/278  pilot-peptide-multitarget-sequence-mono-active-003            score=1.0    20.6s
[codex-2x] 106/278  pilot-peptide-multitarget-sequence-mono-active-004            score=1.0    25.0s
[codex-2x] 107/278  pilot-peptide-multitarget-sequence-mono-active-005            score=1.0    24.6s
[codex-2x] 108/278  pilot-peptide-multitarget-sequence-mono-active-006            score=1.0    28.0s
[codex-2x] 109/278  pilot-peptide-multitarget-sequence-mono-active-007            score=1.0    22.7s
[codex-2x] 110/278  pilot-peptide-multitarget-sequence-mono-active-008            score=1.0    20.0s
[codex-2x] 111/278  pilot-peptide-multitarget-sequence-mono-active-009            score=1.0    16.5s
[codex-2x] 112/278  pilot-peptide-multitarget-sequence-mono-active-010            score=1.0    23.2s
[codex-2x] 113/278  pilot-peptide-multitarget-sequence-mono-active-011            score=1.0    26.6s
[codex-2x] 114/278  pilot-peptide-multitarget-sequence-mono-active-012            score=1.0    19.3s
[codex-2x] 115/278  pilot-peptide-multitarget-sequence-mono-active-013            score=1.0    33.7s
[codex-2x] 116/278  pilot-peptide-multitarget-sequence-mono-active-014            score=1.0    24.7s
[codex-2x] 117/278  pilot-peptide-multitarget-sequence-mono-active-015            score=1.0    25.2s
[codex-2x] 118/278  pilot-peptide-multitarget-sequence-mono-inactive-001          score=1.0    28.7s
[codex-2x] 119/278  pilot-peptide-multitarget-sequence-mono-inactive-002          score=1.0    32.1s
[codex-2x] 120/278  pilot-peptide-multitarget-sequence-mono-inactive-003          score=1.0    25.0s
[codex-2x] 121/278  pilot-peptide-multitarget-sequence-mono-inactive-004          score=1.0    33.5s
[codex-2x] 122/278  pilot-peptide-multitarget-sequence-mono-inactive-005          score=1.0    29.4s
[codex-2x] 123/278  pilot-peptide-multitarget-sequence-mono-inactive-006          score=1.0    29.3s
[codex-2x] 124/278  pilot-peptide-multitarget-sequence-dual-active-001            score=1.0    33.2s
[codex-2x] 125/278  pilot-peptide-multitarget-sequence-dual-active-002            score=1.0    24.4s
[codex-2x] 126/278  pilot-peptide-multitarget-sequence-dual-active-003            score=1.0    27.2s
[codex-2x] 127/278  pilot-peptide-multitarget-sequence-dual-active-004            score=1.0    20.3s
[codex-2x] 128/278  pilot-peptide-multitarget-sequence-dual-active-005            score=1.0    33.9s
[codex-2x] 129/278  pilot-peptide-multitarget-sequence-dual-active-006            score=1.0    29.9s
[codex-2x] 130/278  pilot-peptide-multitarget-sequence-dual-active-007            score=1.0    26.3s
[codex-2x] 131/278  pilot-peptide-multitarget-sequence-dual-active-008            score=1.0    29.0s
[codex-2x] 132/278  pilot-peptide-multitarget-sequence-dual-active-009            score=1.0    25.5s
[codex-2x] 133/278  pilot-peptide-multitarget-sequence-dual-active-010            score=1.0    31.1s
[codex-2x] 134/278  pilot-peptide-multitarget-sequence-dual-active-011            score=1.0    32.8s
[codex-2x] 135/278  pilot-peptide-multitarget-sequence-dual-active-012            score=1.0    29.1s
[codex-2x] 136/278  pilot-peptide-multitarget-sequence-dual-mono-active-001       score=0.5    22.4s
[codex-2x] 137/278  cb-mch-disulfide-vs-aromatic-001                              score=0.0    26.7s
[codex-2x] 138/278  cb-nps-polymorphism-001                                       score=0.0    90.3s
[codex-2x] 139/278  cb-orexin-selectivity-001                                     score=0.0   178.3s
[codex-2x] 140/278  pilot-prioritization-nps-001                                  score=None    49.1s
[codex-2x] 141/278  pilot-prioritization-nps-002                                  score=None    44.2s
[codex-2x] 142/278  pilot-prioritization-nps-003                                  score=None    34.7s
[codex-2x] 143/278  pilot-prioritization-nps-004                                  score=None    38.0s
[codex-2x] 144/278  pilot-prioritization-nps-005                                  score=None    46.7s
[codex-2x] 145/278  pilot-prioritization-nps-006                                  score=None    28.7s
[codex-2x] 146/278  pilot-hit-prediction-001                                      score=1.0    32.4s
[codex-2x] 147/278  pilot-hit-prediction-002                                      score=0.0    26.5s
[codex-2x] 148/278  pilot-hit-prediction-003                                      score=1.0    31.2s
[codex-2x] 149/278  pilot-hit-prediction-004                                      score=1.0    18.4s
[codex-2x] 150/278  pilot-hit-prediction-005                                      score=1.0    31.6s
[codex-2x] 151/278  pilot-hit-prediction-006                                      score=1.0    26.5s
[codex-2x] 152/278  pilot-hit-prediction-007                                      score=1.0    30.3s
[codex-2x] 153/278  pilot-hit-prediction-008                                      score=0.0    34.3s
[codex-2x] 154/278  pilot-hit-prediction-009                                      score=1.0    36.3s
[codex-2x] 155/278  pilot-hit-prediction-010                                      score=1.0    26.1s
[codex-2x] 156/278  pilot-hit-prediction-011                                      score=1.0    22.7s
[codex-2x] 157/278  pilot-hit-prediction-012                                      score=1.0    29.2s
[codex-2x] 158/278  pilot-hit-prediction-013                                      score=0.0    24.5s
[codex-2x] 159/278  pilot-hit-prediction-014                                      score=0.0    39.8s
[codex-2x] 160/278  pilot-hit-prediction-015                                      score=1.0    29.6s
[codex-2x] 161/278  pilot-hit-prediction-016                                      score=0.0    24.8s
[codex-2x] 162/278  pilot-hit-prediction-017                                      score=0.0    32.8s
[codex-2x] 163/278  pilot-hit-prediction-018                                      score=0.0    24.9s
[codex-2x] 164/278  pilot-hit-prediction-019                                      score=0.0    29.5s
[codex-2x] 165/278  pilot-hit-prediction-020                                      score=0.0    36.2s
[codex-2x] 166/278  pilot-hit-prediction-021                                      score=0.0    24.6s
[codex-2x] 167/278  pilot-hit-prediction-022                                      score=0.0    30.0s
[codex-2x] 168/278  pilot-hit-prediction-023                                      score=0.0    28.5s
[codex-2x] 169/278  pilot-hit-prediction-024                                      score=0.0    29.6s
[codex-2x] 170/278  pilot-next-experiment-exposure-001                            score=1.0    46.5s
[codex-2x] 171/278  pilot-next-experiment-artifact-002                            score=1.0    95.3s
[codex-2x] 172/278  pilot-next-experiment-cross-family-003                        score=1.0    25.5s
[codex-2x] 173/278  pilot-peptide-pairwise-sequence-nps-hard-001                  score=1.0    33.0s
[codex-2x] 174/278  pilot-peptide-pairwise-sequence-nps-hard-002                  score=0.0    25.1s
[codex-2x] 175/278  pilot-peptide-pairwise-sequence-nps-hard-003                  score=0.0    19.1s
[codex-2x] 176/278  pilot-peptide-pairwise-sequence-nps-hard-004                  score=1.0    33.6s
[codex-2x] 177/278  pilot-peptide-pairwise-sequence-nps-hard-005                  score=1.0    17.0s
[codex-2x] 178/278  pilot-peptide-pairwise-sequence-nps-medium-006                score=1.0    25.3s
[codex-2x] 179/278  pilot-peptide-pairwise-sequence-nps-medium-007                score=0.0    28.6s
[codex-2x] 180/278  pilot-peptide-pairwise-sequence-nps-medium-008                score=1.0    64.0s
[codex-2x] 181/278  pilot-peptide-pairwise-sequence-nps-medium-009                score=1.0    23.9s
[codex-2x] 182/278  pilot-peptide-pairwise-sequence-nps-medium-010                score=0.0    27.6s
[codex-2x] 183/278  pilot-peptide-pairwise-sequence-nps-easy-011                  score=1.0    41.3s
[codex-2x] 184/278  pilot-peptide-pairwise-sequence-nps-easy-012                  score=1.0    45.3s
[codex-2x] 185/278  pilot-peptide-pairwise-sequence-nps-easy-013                  score=1.0    32.0s
[codex-2x] 186/278  pilot-peptide-pairwise-sequence-nps-easy-014                  score=0.0    28.6s
[codex-2x] 187/278  pilot-peptide-pairwise-sequence-nps-easy-015                  score=1.0    30.4s
[codex-2x] 188/278  pilot-peptide-pairwise-sequence-nps-trivial-016               score=1.0    27.8s
[codex-2x] 189/278  pilot-peptide-pairwise-sequence-nps-trivial-017               score=0.0    34.1s
[codex-2x] 190/278  pilot-peptide-pairwise-sequence-nps-trivial-018               score=1.0    16.2s
[codex-2x] 191/278  pilot-peptide-pairwise-sequence-nps-trivial-019               score=1.0    13.2s
[codex-2x] 192/278  pilot-peptide-pairwise-sequence-nps-trivial-020               score=0.0    22.5s
[codex-2x] 193/278  pilot-peptide-pairwise-sequence-oxn-hard-001                  score=1.0    31.1s
[codex-2x] 194/278  pilot-peptide-pairwise-sequence-oxn-hard-002                  score=1.0    39.2s
[codex-2x] 195/278  pilot-peptide-pairwise-sequence-oxn-hard-003                  score=1.0    28.3s
[codex-2x] 196/278  pilot-peptide-pairwise-sequence-oxn-hard-004                  score=0.0    34.4s
[codex-2x] 197/278  pilot-peptide-pairwise-sequence-oxn-hard-005                  score=0.0    60.7s
[codex-2x] 198/278  pilot-peptide-pairwise-sequence-oxn-medium-006                score=0.0    30.8s
[codex-2x] 199/278  pilot-peptide-pairwise-sequence-oxn-medium-007                score=1.0    34.0s
[codex-2x] 200/278  pilot-peptide-pairwise-sequence-oxn-medium-008                score=1.0    29.1s
[codex-2x] 201/278  pilot-peptide-pairwise-sequence-oxn-medium-009                score=0.0    29.1s
[codex-2x] 202/278  pilot-peptide-pairwise-sequence-oxn-medium-010                score=1.0    23.9s
[codex-2x] 203/278  pilot-peptide-pairwise-sequence-oxn-easy-011                  score=1.0    18.1s
[codex-2x] 204/278  pilot-peptide-pairwise-sequence-oxn-easy-012                  score=1.0    19.1s
[codex-2x] 205/278  pilot-peptide-pairwise-sequence-oxn-easy-013                  score=1.0    25.8s
[codex-2x] 206/278  pilot-peptide-pairwise-sequence-oxn-easy-014                  score=1.0    49.3s
[codex-2x] 207/278  pilot-peptide-pairwise-sequence-oxn-easy-015                  score=0.0    27.8s
[codex-2x] 208/278  pilot-peptide-pairwise-sequence-oxn-trivial-016               score=1.0    26.1s
[codex-2x] 209/278  pilot-peptide-pairwise-sequence-oxn-trivial-017               score=0.0    26.7s
[codex-2x] 210/278  pilot-peptide-pairwise-sequence-oxn-trivial-018               score=0.0    23.4s
[codex-2x] 211/278  pilot-peptide-pairwise-sequence-oxn-trivial-019               score=1.0    36.3s
[codex-2x] 212/278  pilot-peptide-pairwise-sequence-oxn-trivial-020               score=1.0    49.6s
[codex-2x] 213/278  pilot-peptide-pairwise-sequence-mch-hard-001                  score=1.0    29.5s
[codex-2x] 214/278  pilot-peptide-pairwise-sequence-mch-hard-002                  score=0.0    22.2s
[codex-2x] 215/278  pilot-peptide-pairwise-sequence-mch-hard-003                  score=1.0    28.6s
[codex-2x] 216/278  pilot-peptide-pairwise-sequence-mch-hard-004                  score=0.0    21.4s
[codex-2x] 217/278  pilot-peptide-pairwise-sequence-mch-hard-005                  score=0.0    30.9s
[codex-2x] 218/278  pilot-peptide-pairwise-sequence-mch-medium-006                score=1.0    28.3s
[codex-2x] 219/278  pilot-peptide-pairwise-sequence-mch-medium-007                score=0.0    19.2s
[codex-2x] 220/278  pilot-peptide-pairwise-sequence-mch-medium-008                score=1.0    18.3s
[codex-2x] 221/278  pilot-peptide-pairwise-sequence-mch-medium-009                score=1.0    26.4s
[codex-2x] 222/278  pilot-peptide-pairwise-sequence-mch-medium-010                score=0.0    31.1s
[codex-2x] 223/278  pilot-peptide-pairwise-sequence-mch-easy-011                  score=1.0    30.8s
[codex-2x] 224/278  pilot-peptide-pairwise-sequence-mch-easy-012                  score=0.0    29.1s
[codex-2x] 225/278  pilot-peptide-pairwise-sequence-mch-easy-013                  score=1.0    27.0s
[codex-2x] 226/278  pilot-peptide-pairwise-sequence-mch-easy-014                  score=0.0    26.4s
[codex-2x] 227/278  pilot-peptide-pairwise-sequence-mch-easy-015                  score=1.0    30.4s
[codex-2x] 228/278  pilot-peptide-pairwise-sequence-mch-trivial-016               score=1.0    25.6s
[codex-2x] 229/278  pilot-peptide-pairwise-sequence-mch-trivial-017               score=1.0    22.4s
[codex-2x] 230/278  pilot-peptide-pairwise-sequence-mch-trivial-018               score=1.0    32.5s
[codex-2x] 231/278  pilot-peptide-pairwise-sequence-mch-trivial-019               score=1.0    27.0s
[codex-2x] 232/278  pilot-peptide-pairwise-sequence-mch-trivial-020               score=1.0    24.3s
[codex-2x] 233/278  pilot-peptide-ranking-sequence-nps-small-001                  score=None    39.3s
[codex-2x] 234/278  pilot-peptide-ranking-sequence-nps-medium-001                 score=None    38.0s
[codex-2x] 235/278  pilot-peptide-ranking-sequence-nps-large-001                  score=None    85.5s
[codex-2x] 236/278  pilot-peptide-ranking-sequence-oxn-small-001                  score=None    38.1s
[codex-2x] 237/278  pilot-peptide-ranking-sequence-oxn-medium-001                 score=None    45.1s
[codex-2x] 238/278  pilot-peptide-ranking-sequence-oxn-large-001                  score=None    87.3s
[codex-2x] 239/278  pilot-peptide-ranking-sequence-mch-small-001                  score=None    33.4s
[codex-2x] 240/278  pilot-peptide-ranking-sequence-mch-medium-001                 score=None    74.6s
[codex-2x] 241/278  pilot-peptide-ranking-sequence-mch-large-001                  score=None    70.5s
[codex-2x] 242/278  pilot-peptide-multitarget-sequence-mono-active-001            score=1.0    29.3s
[codex-2x] 243/278  pilot-peptide-multitarget-sequence-mono-active-002            score=1.0    26.9s
[codex-2x] 244/278  pilot-peptide-multitarget-sequence-mono-active-003            score=1.0    24.6s
[codex-2x] 245/278  pilot-peptide-multitarget-sequence-mono-active-004            score=1.0    25.5s
[codex-2x] 246/278  pilot-peptide-multitarget-sequence-mono-active-005            score=1.0    17.0s
[codex-2x] 247/278  pilot-peptide-multitarget-sequence-mono-active-006            score=1.0    25.5s
[codex-2x] 248/278  pilot-peptide-multitarget-sequence-mono-active-007            score=1.0    24.0s
[codex-2x] 249/278  pilot-peptide-multitarget-sequence-mono-active-008            score=1.0    22.9s
[codex-2x] 250/278  pilot-peptide-multitarget-sequence-mono-active-009            score=1.0    26.5s
[codex-2x] 251/278  pilot-peptide-multitarget-sequence-mono-active-010            score=1.0    31.3s
[codex-2x] 252/278  pilot-peptide-multitarget-sequence-mono-active-011            score=1.0    34.4s
[codex-2x] 253/278  pilot-peptide-multitarget-sequence-mono-active-012            score=1.0    25.2s
[codex-2x] 254/278  pilot-peptide-multitarget-sequence-mono-active-013            score=1.0    27.6s
[codex-2x] 255/278  pilot-peptide-multitarget-sequence-mono-active-014            score=1.0    22.3s
[codex-2x] 256/278  pilot-peptide-multitarget-sequence-mono-active-015            score=1.0    24.4s
[codex-2x] 257/278  pilot-peptide-multitarget-sequence-mono-inactive-001          score=1.0    36.8s
[codex-2x] 258/278  pilot-peptide-multitarget-sequence-mono-inactive-002          score=1.0    32.8s
[codex-2x] 259/278  pilot-peptide-multitarget-sequence-mono-inactive-003          score=1.0    34.6s
[codex-2x] 260/278  pilot-peptide-multitarget-sequence-mono-inactive-004          score=1.0    29.4s
[codex-2x] 261/278  pilot-peptide-multitarget-sequence-mono-inactive-005          score=1.0    28.6s
[codex-2x] 262/278  pilot-peptide-multitarget-sequence-mono-inactive-006          score=1.0    30.5s
[codex-2x] 263/278  pilot-peptide-multitarget-sequence-dual-active-001            score=1.0    25.0s
[codex-2x] 264/278  pilot-peptide-multitarget-sequence-dual-active-002            score=1.0    32.7s
[codex-2x] 265/278  pilot-peptide-multitarget-sequence-dual-active-003            score=1.0    26.4s
[codex-2x] 266/278  pilot-peptide-multitarget-sequence-dual-active-004            score=1.0    29.4s
[codex-2x] 267/278  pilot-peptide-multitarget-sequence-dual-active-005            score=1.0    36.6s
[codex-2x] 268/278  pilot-peptide-multitarget-sequence-dual-active-006            score=1.0    22.5s
[codex-2x] 269/278  pilot-peptide-multitarget-sequence-dual-active-007            score=1.0    21.8s
[codex-2x] 270/278  pilot-peptide-multitarget-sequence-dual-active-008            score=1.0    27.4s
[codex-2x] 271/278  pilot-peptide-multitarget-sequence-dual-active-009            score=1.0    25.3s
[codex-2x] 272/278  pilot-peptide-multitarget-sequence-dual-active-010            score=1.0    35.9s
[codex-2x] 273/278  pilot-peptide-multitarget-sequence-dual-active-011            score=1.0    33.3s
[codex-2x] 274/278  pilot-peptide-multitarget-sequence-dual-active-012            score=1.0    35.3s
[codex-2x] 275/278  pilot-peptide-multitarget-sequence-dual-mono-active-001       score=0.5    28.8s
[codex-2x] 276/278  cb-mch-disulfide-vs-aromatic-001                              score=0.0    34.2s
[codex-2x] 277/278  cb-nps-polymorphism-001                                       score=0.0   134.7s
[codex-2x] 278/278  cb-orexin-selectivity-001                                     score=0.0   158.4s
[codex-2x] done: ok=278 fail=0 total=9002s
